assignee,split,video_path,label_name,start_time,end_time,confidence,source_type,source_file,label_id
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g04_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g04_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g04_c05.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g05_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g05_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g05_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g05_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g06_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g06_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g06_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g06_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g07_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g07_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g07_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g07_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g04_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g04_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g04_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g04_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g05_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g05_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g05_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g05_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g05_c05.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g05_c06.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g06_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g06_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g06_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g06_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
szh,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g06_c05.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
