assignee,split,video_path,label_name,start_time,end_time,confidence,source_type,source_file,label_id
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g01_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g01_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g01_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g01_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g01_c05.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g02_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g02_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g02_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g02_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g03_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g03_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g03_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g03_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g04_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/PushUps/v_PushUps_g04_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c05.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c06.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g01_c07.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g02_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c01.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c02.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c03.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
syq,ucf_manual,/data1/shiyuqi/UCF/JumpingJack/v_JumpingJack_g03_c04.avi,,,,,manual_todo,gt/ucf/mapping_video_to_annotator.csv,
